,spkr,dys,word
0,whiteside19a-228,=,thats
0,whiteside19a-228,=,where
0,whiteside19a-228,=,were
0,whiteside19a-228,S,at
0,williamson06a-215,=,the
0,williamson06a-215,=,uh
0,williamson06a-215,S,this
0,williamson06a-215,S,one
0,williamson09a-51,=,and
0,williamson09a-51,=,two
0,williamson09a-51,=,days
0,williamson09a-51,=,walking
0,williamson09a-51,=,good
0,williamson09b-215,=,so
0,williamson09b-215,=,his
0,williamson09b-215,=,mother
0,williamson09b-215,=,looking
0,williamson09b-215,D,at
0,williamson09b-215,D,him
0,ACWT07a-45,=,uh
0,ACWT07a-45,=,oh
0,ACWT07a-45,S,i
0,ACWT07a-45,D,worked
0,adler12a-13,=,no
0,adler12a-13,=,not
0,adler12a-13,=,for
0,adler12a-13,=,two
0,adler12a-13,=,or
0,adler12a-13,=,three
0,adler12a-13,=,years
0,BU07a-318,=,and
0,BU07a-318,=,the
0,BU07a-318,=,clock
0,BU07a-318,=,strikes
0,fridriksson12a-294,=,they
0,fridriksson12a-294,=,both
0,fridriksson12a-294,=,doing
0,fridriksson12a-294,=,it
0,fridriksson12a-294,=,help
0,fridriksson12a-294,=,me
0,fridriksson12a-294,S,to
0,fridriksson12a-294,=,much
0,fridriksson12a-294,=,better
0,kansas11a-51,=,it
0,kansas11a-51,=,was
0,kansas11a-51,=,fine
0,kansas11a-51,=,and
0,kansas11a-51,=,it
0,kansas11a-51,=,took
0,kansas11a-51,=,her
0,kansas11a-51,=,right
0,kansas11a-51,=,a
0,kansas11a-51,S,ring
0,kansas11a-396,=,but
0,kansas11a-396,=,i
0,kansas11a-396,=,you
0,kansas11a-396,=,cant
0,kansas11a-396,=,say
0,kansas11a-396,S,if
0,kansas11a-396,=,he
0,kansas11a-396,=,was
0,kansas11a-396,=,happy
0,kansas14a-128,=,so
0,kansas14a-128,=,he
0,kansas14a-128,=,can
0,kansas14a-128,=,find
0,kansas14a-128,=,people
0,kansas14a-128,=,in
0,kansas14a-128,=,there
0,kansas14a-419,=,and
0,kansas14a-419,=,hes
0,kansas14a-419,S,really
0,kansas14a-419,I,<eps>
0,kansas14a-419,=,pretty
0,kansas14a-419,=,and
0,kansas14a-419,S,sweet
0,kansas14a-419,S,and
0,kansas14a-419,D,nice
0,tcu01a-363,=,no
0,tcu01a-363,=,please
0,tcu01a-363,=,just
0,tcu01a-363,=,take
0,tcu01a-363,=,that
0,MMA06a-36,=,military
0,MMA06a-36,=,is
0,MMA06a-36,=,very
0,MMA06a-36,=,good
0,MMA06a-36,=,for
0,MMA06a-36,=,me
0,MMA19a-155,=,and
0,MMA19a-155,S,make
0,MMA19a-155,=,a
0,MMA19a-155,=,sandwich
0,whiteside14a-513,=,they
0,whiteside14a-513,=,have
0,whiteside14a-513,=,bread
0,williamson06a-306,=,and
0,williamson06a-306,=,uh
0,williamson06a-306,=,to
0,williamson06a-306,=,see
0,williamson06a-306,=,them
0,ACWT02a-105,=,whats
0,ACWT02a-105,S,bowing
0,ACWT02a-105,=,on
0,fridriksson12a-551,S,do
0,fridriksson12a-551,=,the
0,fridriksson12a-551,=,other
0,fridriksson12a-551,=,one
0,fridriksson12a-551,=,and
0,fridriksson12a-551,=,the
0,fridriksson12a-551,=,other
0,fridriksson12a-551,=,this
0,fridriksson12a-551,=,and
0,fridriksson12a-551,S,it
0,kurland19e-111,=,beautiful
0,kurland19e-111,=,pumpkin
0,kurland25b-101,=,i
0,kurland25b-101,=,told
0,kurland25b-101,=,you
0,kurland25b-101,=,before
0,kurland25b-101,S,ants
0,kurland25b-101,I,<eps>
0,scale19a-242,S,well
0,scale19a-242,S,yeah
0,scale25a-190,S,they
0,scale25a-190,S,cannot
0,scale25a-190,I,<eps>
0,scale25a-190,=,she
0,scale25a-190,S,cannot
0,scale25a-190,I,<eps>
0,scale25a-190,=,have
0,scale25a-190,=,a
0,scale25a-190,=,present
0,tap13a-193,=,okay
0,tap13a-193,S,hm
0,tap18a-73,=,i
0,tap18a-73,=,was
0,tap18a-73,=,uh
0,tap18a-73,=,i
0,tap18a-73,=,cant
0,tap18a-73,=,say
0,tap18a-73,=,anything
0,tucson01a-176,=,uh
0,tucson01a-176,=,you
0,tucson01a-176,S,wanna
0,tucson01a-176,=,dance
0,MMA06a-23,=,and
0,MMA06a-23,=,i
0,MMA06a-23,=,have
0,MMA06a-23,=,several
0,MMA06a-23,=,other
0,MMA06a-23,=,people
0,MMA06a-23,=,there
0,whiteside17a-369,=,and
0,whiteside17a-369,=,i
0,whiteside17a-369,=,continue
0,whiteside17a-369,=,to
0,whiteside17a-369,=,go
0,whiteside17a-369,=,to
0,whiteside17a-369,=,the
0,whiteside17a-369,S,gym
0,aprocsa1738a-159,=,its
0,aprocsa1738a-159,=,long
0,aprocsa1738a-159,S,its
0,aprocsa1738a-159,=,long
0,aprocsa1738a-159,S,ago
0,BU07a-171,=,anyway
0,BU07a-171,=,here
0,kansas15a-306,=,and
0,kansas15a-306,=,uh
0,kansas15a-306,=,cinderella
0,kansas15a-306,=,couldnt
0,kansas15a-306,=,go
0,kurland09a-71,=,broke
0,kurland09a-71,=,the
0,kurland09a-71,S,window
0,kurland12a-346,=,and
0,kurland12a-346,=,ill
0,kurland12a-346,=,come
0,kurland12a-346,=,and
0,kurland12a-346,=,get
0,kurland12a-346,=,the
0,kurland12a-346,=,cat
0,MSU08b-58,=,but
0,MSU08b-58,=,i
0,MSU08b-58,=,hope
0,MSU08b-58,=,i
0,MSU08b-58,=,can
0,scale24a-161,=,and
0,scale24a-161,=,the
0,scale24a-161,=,last
0,scale24a-161,=,time
0,scale24a-161,=,ill
0,scale24a-161,=,get
0,scale24a-161,=,this
0,scale24a-161,=,out
0,tap05a-25,S,it
0,tap05a-25,D,snapped
0,thompson07c-162,=,for
0,thompson07c-162,=,the
0,thompson07c-162,S,kid
0,tucson18a-79,=,never
0,tucson18a-79,=,mind
0,tucson18a-79,=,i
0,tucson18a-79,=,cant
0,tucson18a-79,=,think
0,tucson18a-79,=,about
0,tucson18a-79,=,it
0,tucson18a-79,=,right
0,tucson18a-79,=,now
0,tucson18a-273,=,so
0,tucson18a-273,=,i
0,tucson18a-273,=,found
0,tucson18a-273,=,a
0,tucson18a-273,=,way
0,tucson18a-273,=,to
0,tucson18a-273,=,get
0,tucson18a-273,=,him
0,tucson18a-273,=,here
0,whiteside19a-320,=,oh
0,whiteside19a-320,=,look
0,whiteside19a-320,=,you
0,whiteside19a-320,=,have
0,whiteside19a-320,=,all
0,whiteside19a-320,=,the
0,whiteside19a-320,S,things
0,williamson06a-368,=,and
0,williamson06a-368,S,mix
0,williamson06a-368,=,it
0,williamson06a-368,=,up
0,williamson06a-368,=,on
0,williamson06a-368,=,the
0,williamson06a-368,=,dish
0,adler06a-116,=,turned
0,adler06a-116,=,around
0,adler06a-116,=,to
0,adler06a-116,=,school
0,adler08a-65,=,eleven
0,adler08a-65,=,year
0,adler08a-65,=,months
0,adler08a-65,=,a
0,adler08a-65,=,year
0,adler08a-65,=,ago
0,adler12a-302,=,and
0,adler12a-302,=,that
0,adler12a-302,=,was
0,adler12a-302,S,happily
0,adler12a-302,=,ever
0,adler12a-302,=,after
0,elman11a-328,=,first
0,elman11a-328,S,bread
0,fridriksson03a-13,=,what
0,fridriksson03a-13,=,did
0,fridriksson03a-13,=,you
0,fridriksson03a-13,S,say
0,fridriksson07a-165,=,and
0,fridriksson07a-165,=,then
0,fridriksson07a-165,=,i
0,fridriksson07a-165,=,looked
0,fridriksson07a-165,=,at
0,fridriksson07a-165,=,him
0,fridriksson07a-165,=,and
0,fridriksson07a-165,=,i
0,fridriksson07a-165,=,said
0,fridriksson07a-499,=,and
0,fridriksson07a-499,=,theyve
0,fridriksson07a-499,=,called
0,fridriksson07a-499,=,the
0,fridriksson07a-499,=,fire
0,fridriksson07a-499,=,department
0,fridriksson12a-302,S,its
0,fridriksson12a-302,S,still
0,fridriksson12a-302,S,little
0,fridriksson12a-302,S,little
0,fridriksson12a-302,=,bit
0,fridriksson12a-302,=,but
0,fridriksson12a-302,S,its
0,fridriksson12a-302,=,but
0,fridriksson12a-302,=,better
0,kansas14a-85,S,well
0,kansas14a-85,=,this
0,kansas14a-85,=,is
0,kansas14a-85,=,a
0,kansas14a-85,=,little
0,kansas14a-85,=,girl
0,kansas14a-85,=,a
0,kansas14a-85,=,person
0,kansas14a-85,S,a
0,kansas14a-85,S,man
0,kansas14a-85,S,man
0,kansas15a-374,=,and
0,kansas15a-374,=,they
0,kansas15a-374,=,they
0,kansas15a-374,=,were
0,kansas15a-374,=,too
0,kansas15a-374,=,big
0,scale14c-139,=,take
0,scale14c-139,=,out
0,scale14c-139,=,a
0,scale14c-139,=,peanut
0,scale14c-139,=,butter
0,scale16a-561,=,and
0,scale16a-561,=,he
0,scale16a-561,=,gets
0,scale16a-561,=,the
0,scale16a-561,=,umbrella
0,scale18a-89,=,here
0,scale18a-89,=,it
0,scale18a-89,=,go
0,tcu01a-277,=,um
0,tcu01a-277,=,all
0,tcu01a-277,=,my
0,tcu01a-277,=,family
0,tcu01a-389,=,and
0,tcu01a-389,=,um
0,tcu01a-389,=,hes
0,tcu01a-389,=,scared
0,tcu01a-389,=,about
0,tcu01a-389,=,that
0,thompson03a-472,=,then
0,thompson03a-472,=,something
0,thompson03a-472,=,happened
0,tucson18a-141,=,i
0,tucson18a-141,=,remember
0,tucson18a-141,=,that
0,tucson18a-141,=,part
0,whiteside17a-11,=,i
0,whiteside17a-11,S,really
0,whiteside17a-11,=,couldnt
0,whiteside17a-11,=,speak
0,williamson09a-421,=,so
0,williamson09a-421,=,uh
0,williamson09a-421,S,horses
0,elman04a-207,S,hm
0,fridriksson07a-209,=,i
0,fridriksson07a-209,=,just
0,fridriksson07a-209,=,couldnt
0,fridriksson07a-209,=,get
0,fridriksson07a-209,=,any
0,fridriksson07a-209,=,words
0,fridriksson07a-209,=,out
0,fridriksson12a-120,S,then
0,fridriksson12a-120,=,i
0,fridriksson12a-120,=,was
0,fridriksson12a-120,S,and
0,fridriksson12a-120,=,oh
0,fridriksson12a-120,S,it
0,fridriksson12a-120,S,hurt
0,kurland12a-55,=,and
0,kurland12a-55,=,uh
0,kurland12a-55,=,she
0,kurland12a-55,=,called
0,kurland12a-55,=,the
0,kurland12a-55,=,doctor
0,kurland12a-322,=,so
0,kurland12a-322,=,im
0,kurland12a-322,=,looking
0,kurland12a-322,S,out
0,kurland12a-322,=,the
0,kurland12a-322,=,window
0,kurland12a-322,=,and
0,kurland12a-322,=,i
0,kurland12a-322,=,see
0,kurland12a-322,=,the
0,kurland12a-322,=,cat
0,kurland12a-342,S,ill
0,kurland12a-342,=,get
0,kurland12a-342,=,the
0,kurland12a-342,S,ill
0,kurland12a-342,I,<eps>
0,kurland12a-342,=,get
0,kurland12a-342,=,the
0,kurland12a-342,S,ladder
0,kurland12a-342,D,out
0,kurland12b-136,=,and
0,kurland12b-136,=,he
0,kurland12b-136,S,she
0,kurland12b-136,=,gives
0,kurland12b-136,=,him
0,kurland12b-136,=,the
0,kurland12b-136,=,umbrella
0,kurland19e-95,=,um
0,kurland19e-95,S,big
0,kurland19e-95,D,ball
0,kurland21a-9,=,i
0,kurland21a-9,=,remember
0,kurland21a-9,=,it
0,kurland21a-9,=,all
0,kurland24b-169,=,and
0,kurland24b-169,=,um
0,kurland24b-169,S,shes
0,kurland24b-169,=,like
0,scale12d-216,=,i
0,scale12d-216,=,dont
0,scale12d-216,=,know
0,scale12d-216,=,where
0,scale12d-216,S,he
0,scale12d-216,=,went
0,scale16a-591,=,no
0,scale16a-591,=,i
0,scale16a-591,=,guess
0,scale16a-591,=,its
0,scale16a-591,S,strapped
0,scale16a-591,I,<eps>
0,scale16a-591,=,on
0,scale16a-591,=,him
0,scale22a-149,=,and
0,scale22a-149,=,they
0,scale22a-149,=,taught
0,scale22a-149,=,me
0,scale22a-149,=,how
0,scale22a-149,=,to
0,scale22a-149,=,walk
0,tap18a-373,=,and
0,tap18a-373,=,so
0,tap18a-373,=,there
0,tap18a-373,=,it
0,tap18a-373,S,goes
0,whiteside17a-163,S,wasnt
0,whiteside17a-163,=,my
0,whiteside17a-163,=,lips
0,whiteside17a-163,=,were
0,whiteside17a-163,=,fine
0,whiteside17a-335,=,its
0,whiteside17a-335,=,like
0,whiteside17a-335,=,learning
0,whiteside17a-335,=,all
0,whiteside17a-335,=,over
0,whiteside17a-335,=,again
0,williamson09a-107,=,so
0,williamson09a-107,=,i
0,williamson09a-107,=,like
0,williamson09a-107,=,her
0,williamson09a-107,=,very
0,williamson09a-107,=,much
0,williamson09a-309,=,uh
0,williamson09a-309,=,cinderella
0,williamson09a-309,=,yeah
0,adler03a-195,=,he
0,adler03a-195,=,leaves
0,adler03a-195,=,without
0,adler03a-195,=,the
0,adler03a-195,=,umbrella
0,BU01a-95,=,i
0,BU01a-95,=,was
0,BU01a-95,=,just
0,BU01a-95,=,completely
0,BU01a-95,S,stuck
0,cmu03a-199,=,and
0,cmu03a-199,=,its
0,cmu03a-199,=,a
0,cmu03a-199,=,sandwich
0,elman04a-17,=,why
0,elman04a-17,=,dont
0,elman04a-17,=,i
0,elman04a-17,=,feel
0,elman04a-17,=,this
0,elman04a-17,=,hand
0,kansas14a-389,=,i
0,kansas14a-389,=,mean
0,kansas14a-389,=,they
0,kansas14a-389,=,know
0,kansas14a-389,S,has
0,kansas14a-389,=,so
0,kansas14a-389,=,pretty
0,kansas14a-389,=,and
0,kansas14a-389,=,so
0,kansas14a-389,=,happy
0,kurland12a-107,=,uh
0,kurland12a-107,=,and
0,kurland12a-107,=,they
0,kurland12a-107,=,did
0,kurland12a-107,S,that
0,kurland12a-196,=,they
0,kurland12a-196,=,they
0,kurland12a-196,=,kick
0,kurland12a-196,=,up
0,kurland12a-196,=,in
0,kurland12a-196,=,the
0,kurland12a-196,=,air
0,kurland17e-1,S,oh
0,kurland17e-1,=,the
0,kurland17e-1,S,day
0,kurland17e-1,=,i
0,kurland17e-1,=,had
0,kurland17e-1,=,my
0,kurland17e-1,S,stroke
0,scale12b-41,=,i
0,scale12b-41,=,have
0,scale12b-41,=,the
0,scale12b-41,=,reading
0,scale12b-41,=,classes
0,scale14c-93,=,hes
0,scale14c-93,S,hammering
0,scale14c-93,=,with
0,scale14c-93,=,a
0,scale14c-93,=,new
0,scale14c-93,=,with
0,scale14c-93,=,his
0,scale14c-93,=,mother
0,scale16a-397,=,no
0,scale16a-397,=,uh
0,scale16a-397,S,um
0,scale16a-397,S,crestor
0,scale16a-397,=,is
0,scale16a-397,S,that
0,tucson18a-155,=,the
0,tucson18a-155,=,neurologist
0,tucson18a-155,=,was
0,tucson18a-155,=,saying
0,williamson06a-33,=,and
0,williamson06a-33,=,i
0,williamson06a-33,=,go
0,williamson06a-33,=,out
0,williamson06a-33,=,with
0,williamson06a-33,=,the
0,williamson06a-33,=,dog
0,williamson09a-405,=,hes
0,williamson09a-405,=,not
0,williamson09a-405,=,the
0,williamson09a-405,=,king
0,williamson09a-405,=,but
0,williamson09a-405,=,he
0,williamson09a-405,S,look
0,williamson09a-405,D,he
0,williamson09a-405,D,is
0,cmu03a-53,=,i
0,cmu03a-53,=,cant
0,cmu03a-53,=,say
0,cmu03a-53,S,it
0,fridriksson03a-67,=,oh
0,fridriksson03a-67,=,no
0,fridriksson03a-67,=,thats
0,fridriksson03a-67,=,long
0,fridriksson03a-67,S,long
0,fridriksson03a-67,=,time
0,fridriksson07a-387,=,yeah
0,fridriksson07a-387,=,but
0,fridriksson07a-387,=,i
0,fridriksson07a-387,=,only
0,fridriksson07a-387,S,have
0,kansas15a-1,=,i
0,kansas15a-1,=,would
0,kansas15a-1,=,say
0,kansas15a-1,S,way
0,kansas15a-1,=,better
0,kansas15a-1,=,the
0,kansas15a-1,=,other
0,kansas15a-1,=,day
0,kansas15a-388,=,well
0,kansas15a-388,S,i
0,kansas15a-388,D,wanna
0,kansas15a-388,=,try
0,kansas15a-388,=,them
0,kansas15a-388,S,all
0,kansas15a-388,I,<eps>
0,kansas15a-388,=,one
0,kansas15a-388,=,time
0,kurland12b-106,=,so
0,kurland12b-106,=,he
0,kurland12b-106,=,goes
0,kurland12b-106,=,outside
0,kurland12b-106,=,and
0,kurland12b-106,=,he
0,kurland12b-106,=,starts
0,kurland12b-106,=,walking
0,kurland17e-100,S,well
0,kurland17e-100,=,she
0,kurland17e-100,=,found
0,kurland17e-100,=,her
0,kurland17e-100,S,mothers
0,kurland17e-100,=,dress
0,MSU01b-67,=,and
0,MSU01b-67,=,then
0,MSU01b-67,=,they
0,MSU01b-67,=,live
0,MSU01b-67,=,happily
0,MSU01b-67,=,ever
0,MSU01b-67,=,after
0,scale16a-143,=,he
0,scale16a-143,S,like
0,scale16a-143,=,um
0,scale16a-143,D,uh
0,scale22a-257,=,and
0,scale22a-257,=,it
0,scale22a-257,=,hits
0,scale22a-257,=,window
0,thompson09a-41,=,and
0,thompson09a-41,=,thats
0,thompson09a-41,=,it
0,tucson01a-54,=,yes
0,tucson01a-54,=,it
0,tucson01a-54,=,sure
0,tucson01a-54,S,was
0,tucson01a-188,=,and
0,tucson01a-188,=,the
0,tucson01a-188,S,shoes
0,tucson01a-188,=,fit
0,tucson01a-188,=,right
0,tucson09a-148,S,waterfall
0,tucson09a-148,I,<eps>
0,tucson09a-148,=,no
0,tucson09a-148,S,waterfall
0,tucson09a-148,S,no
0,UNH05a-385,S,no
0,whiteside17a-97,=,feeling
0,whiteside17a-97,=,good
0,whiteside17a-97,D,feeling
0,whiteside17a-97,D,great
0,williamson09b-268,S,uh
0,williamson09b-268,=,i
0,williamson09b-268,=,guess
0,williamson09b-268,=,so
0,williamson09b-268,S,yeah
0,aprocsa1738a-51,=,uh
0,aprocsa1738a-51,=,months
0,aprocsa1738a-51,=,later
0,fridriksson12a-225,=,because
0,fridriksson12a-225,=,its
0,fridriksson12a-225,=,its
0,fridriksson12a-225,=,its
0,fridriksson12a-225,=,sometimes
0,fridriksson12a-225,=,it
0,fridriksson12a-225,S,hurting
0,fridriksson12a-225,I,<eps>
0,kansas11a-147,=,and
0,kansas11a-147,=,i
0,kansas11a-147,=,still
0,kansas11a-147,=,cant
0,kansas11a-147,S,four
0,kansas11a-147,=,very
0,kansas11a-147,=,well
0,kurland04a-152,=,and
0,kurland04a-152,=,then
0,kurland04a-152,=,he
0,kurland04a-152,=,ran
0,kurland04a-152,=,back
0,kurland04a-152,=,home
0,kurland12a-348,=,so
0,kurland12a-348,=,i
0,kurland12a-348,=,get
0,kurland12a-348,=,the
0,kurland12a-348,=,get
0,kurland12a-348,=,the
0,kurland12a-348,S,ladder
0,kurland12a-497,=,and
0,kurland12a-497,=,she
0,kurland12a-497,=,gets
0,kurland12a-497,S,onto
0,kurland12a-497,I,<eps>
0,kurland12a-497,=,the
0,kurland12a-497,=,big
0,kurland12a-497,=,steps
0,kurland12b-200,=,im
0,kurland12b-200,=,trying
0,kurland12b-200,=,to
0,kurland12b-200,=,get
0,kurland12b-200,=,that
0,kurland12b-200,=,cat
0,kurland12b-432,=,and
0,kurland12b-432,=,go
0,kurland12b-432,=,there
0,kurland12b-432,=,and
0,kurland12b-432,=,buy
0,kurland12b-432,=,some
0,kurland12b-432,S,homemade
0,kurland12b-432,I,<eps>
0,kurland12b-432,=,bread
0,kurland17e-174,=,her
0,kurland17e-174,=,beautiful
0,kurland17e-174,=,dress
0,kurland17e-174,=,came
0,kurland17e-174,=,back
0,kurland21d-39,=,the
0,kurland21d-39,=,ladder
0,kurland21d-39,=,fell
0,kurland26b-118,=,and
0,kurland26b-118,=,then
0,kurland26b-118,=,they
0,kurland26b-118,=,knocked
0,kurland26b-118,=,her
0,kurland26b-118,S,locked
0,kurland26b-118,=,her
0,kurland26b-118,S,up
0,scale16a-49,=,and
0,scale16a-49,=,um
0,scale16a-49,=,so
0,scale16a-49,=,i
0,scale16a-49,=,watched
0,scale16a-49,=,it
0,scale16a-139,=,and
0,scale16a-139,=,um
0,scale16a-139,=,he
0,scale16a-139,=,broke
0,scale16a-139,=,the
0,scale16a-139,=,door
0,scale16a-139,=,down
0,scale22a-331,=,and
0,scale22a-331,=,they
0,scale22a-331,=,went
0,scale22a-331,=,they
0,scale22a-331,=,they
0,scale22a-331,=,went
0,scale22a-331,=,to
0,scale22a-331,S,ball
0,tucson03a-128,=,um
0,tucson03a-128,=,then
0,tucson03a-128,=,i
0,tucson03a-128,=,moved
0,tucson03a-128,=,a
0,tucson03a-128,S,lot
0,whiteside17a-69,=,but
0,whiteside17a-69,=,i
0,whiteside17a-69,=,didnt
0,whiteside17a-69,=,know
0,whiteside17a-69,=,exactly
0,whiteside17a-69,=,what
0,whiteside17a-69,=,i
0,whiteside17a-69,=,did
0,whiteside17a-69,S,lose
0,williamson09a-183,=,a
0,williamson09a-183,=,boy
0,williamson09a-183,=,kicking
0,williamson09a-183,=,the
0,williamson09a-183,=,ball
0,ACWT07a-7,=,uh
0,ACWT07a-7,=,yeah
0,ACWT07a-7,S,three
0,ACWT07a-7,=,years
0,ACWT07a-7,=,ago
0,adler03a-234,=,it
0,adler03a-234,=,looks
0,adler03a-234,=,like
0,adler03a-234,=,hes
0,adler03a-234,=,saving
0,adler03a-234,=,the
0,adler03a-234,=,girl
0,adler12a-119,=,i
0,adler12a-119,=,like
0,adler12a-119,=,i
0,adler12a-119,=,said
0,adler12a-119,=,i
0,adler12a-119,=,couldnt
0,adler12a-119,=,even
0,adler12a-119,=,read
0,aprocsa1554a-112,=,oh
0,aprocsa1554a-112,=,yeah
0,aprocsa1554a-112,=,oh
0,aprocsa1554a-112,S,yeah
0,fridriksson03a-51,=,i
0,fridriksson03a-51,=,would
0,fridriksson03a-51,=,just
0,fridriksson03a-51,=,just
0,fridriksson03a-51,=,just
0,fridriksson03a-51,S,like
0,kansas13a-27,=,and
0,kansas13a-27,=,then
0,kansas13a-27,=,i
0,kansas13a-27,=,happy
0,kansas14a-439,=,you
0,kansas14a-439,=,know
0,kansas14a-439,=,theyre
0,kansas14a-439,=,not
0,kansas14a-439,S,in
0,kansas14a-439,=,one
0,kansas14a-439,=,two
0,kansas14a-439,=,three
0,kansas14a-439,=,not
0,kansas14a-439,=,the
0,kansas14a-439,=,old
0,kansas14a-439,S,ones
0,kurland04a-113,=,and
0,kurland04a-113,=,i
0,kurland04a-113,=,was
0,kurland04a-113,=,um
0,kurland04a-113,=,twenty
0,kurland19c-25,S,i
0,kurland19c-25,=,so
0,kurland19c-25,=,happy
0,kurland24b-33,=,i
0,kurland24b-33,S,cant
0,kurland24b-33,=,remember
0,kurland24b-33,S,where
0,kurland24b-33,S,it
0,kurland24b-33,=,was
0,kurland24b-33,S,but
0,kurland24b-33,=,i
0,kurland24b-33,=,was
0,kurland24b-33,S,there
0,scale16a-479,=,and
0,scale16a-479,=,i
0,scale16a-479,=,rightly
0,scale16a-479,=,so
0,tcu01a-291,=,you
0,tcu01a-291,=,know
0,tcu01a-291,=,that
0,tcu01a-291,=,cake
0,tcu01a-291,=,you
0,tcu01a-291,S,know
0,tucson03a-98,=,um
0,tucson03a-98,=,oh
0,tucson03a-98,=,my
0,tucson03a-98,S,god
0,tucson17a-54,=,um
0,tucson17a-54,=,um
0,tucson17a-54,=,um
0,tucson17a-54,S,yes
0,tucson18a-374,=,and
0,tucson18a-374,=,they
0,tucson18a-374,=,were
0,tucson18a-374,=,pretty
0,tucson18a-374,=,rotten
0,williamson06a-99,=,and
0,williamson06a-99,=,then
0,williamson06a-99,=,i
0,williamson06a-99,=,went
0,williamson06a-99,=,to
0,williamson06a-99,=,new
0,williamson06a-99,=,york
0,williamson09a-43,=,but
0,williamson09a-43,S,eh
0,williamson09a-43,=,so
0,williamson09a-43,=,he
0,williamson09a-43,=,said
0,williamson09b-17,=,i
0,williamson09b-17,=,was
0,williamson09b-17,=,walking
0,williamson09b-17,=,and
0,williamson09b-17,=,then
0,williamson09b-17,=,i
0,williamson09b-17,=,went
0,williamson09b-17,=,to
0,williamson09b-17,=,bed
0,ACWT02a-274,S,volcano
0,adler08a-259,=,i
0,adler08a-259,=,i
0,adler08a-259,S,i
0,adler08a-259,=,can
0,adler08a-259,=,do
0,adler08a-259,=,this
0,BU01a-453,=,you
0,BU01a-453,=,know
0,BU01a-453,=,i
0,BU01a-453,=,was
0,BU01a-453,=,i
0,BU01a-453,=,was
0,BU01a-453,=,a
0,BU01a-453,=,creative
0,BU01a-453,S,director
0,elman04a-41,=,and
0,elman04a-41,=,he
0,elman04a-41,S,like
0,elman04a-41,D,like
0,elman04a-41,D,looked
0,elman04a-41,=,at
0,elman04a-41,=,me
0,fridriksson07a-574,=,i
0,fridriksson07a-574,=,guess
0,fridriksson07a-574,=,she
0,fridriksson07a-574,=,lived
0,fridriksson07a-574,=,happily
0,fridriksson07a-574,=,ever
0,fridriksson07a-574,=,after
0,kansas13a-21,=,i
0,kansas13a-21,=,went
0,kansas13a-21,S,church
0,kurland12a-119,S,to
0,kurland12a-119,S,to
0,kurland12a-119,=,get
0,kurland12a-119,=,me
0,kurland12a-119,S,speaking
0,kurland24b-51,=,it
0,kurland24b-51,=,was
0,kurland24b-51,=,over
0,kurland24b-51,=,here
0,kurland27a-95,D,whoops
0,kurland27a-95,=,we
0,kurland27a-95,I,<eps>
0,kurland27a-95,=,theres
0,kurland27a-95,=,a
0,kurland27a-95,=,mistake
0,MSU03b-127,=,i
0,MSU03b-127,=,lost
0,MSU03b-127,=,things
0,MSU03b-127,=,a
0,MSU03b-127,S,lot
0,MSU08b-252,=,and
0,MSU08b-252,=,then
0,MSU08b-252,=,put
0,MSU08b-252,=,some
0,MSU08b-252,S,jelly
0,MSU08b-252,=,on
0,MSU08b-252,=,black
0,scale16a-461,=,and
0,scale16a-461,=,we
0,scale16a-461,=,got
0,scale16a-461,=,back
0,scale16a-461,=,everything
0,scale16a-461,=,would
0,scale16a-461,=,be
0,scale16a-461,=,fine
0,scale16a-553,=,and
0,scale16a-553,=,its
0,scale16a-553,=,really
0,scale16a-553,=,starting
0,scale16a-553,=,to
0,scale16a-553,=,rain
0,tap18a-363,=,so
0,tap18a-363,=,the
0,tap18a-363,=,child
0,tap18a-363,S,said
0,tcu01a-171,=,thats
0,tcu01a-171,=,my
0,tcu01a-171,=,first
0,tcu01a-171,=,word
0,tucson17a-88,=,no
0,tucson17a-88,=,no
0,tucson17a-88,=,no
0,tucson17a-88,=,no
0,tucson17a-88,S,no
0,MMA17a-9,=,you
0,MMA17a-9,S,prefer
0,MMA17a-9,S,not
0,MMA17a-9,=,to
0,MMA17a-9,=,know
0,MMA17a-9,=,about
0,MMA17a-9,=,this
0,MMA17a-9,=,thing
0,MMA17a-310,=,this
0,MMA17a-310,=,is
0,MMA17a-310,=,not
0,MMA17a-310,=,the
0,MMA17a-310,S,tell
0,MMA17a-310,D,of
0,MMA17a-310,=,the
0,MMA17a-310,=,story
0,williamson06a-157,=,and
0,williamson06a-157,=,then
0,williamson06a-157,=,through
0,williamson06a-157,=,the
0,williamson06a-157,S,window
0,williamson09a-21,=,she
0,williamson09a-21,=,lives
0,williamson09a-21,=,in
0,williamson09a-21,=,baltimore
0,williamson09a-21,D,hospital
0,ACWT02a-272,=,uh
0,ACWT02a-272,=,bench
0,ACWT02a-286,=,uh
0,ACWT02a-286,=,hammock
0,BU01a-379,=,he
0,BU01a-379,=,was
0,BU01a-379,=,fifteen
0,BU01a-379,=,years
0,BU01a-379,=,old
0,BU01a-782,=,she
0,BU01a-782,=,hadta
0,BU01a-782,=,work
0,BU01a-782,=,all
0,BU01a-782,=,the
0,BU01a-782,S,work
0,elman04a-29,=,and
0,elman04a-29,=,im
0,elman04a-29,=,like
0,elman04a-29,=,thinking
0,elman04a-29,=,i
0,elman04a-29,=,had
0,elman04a-29,=,a
